PO Number,Slit No,NDT Pipes,Rejected P,Slit Start Time,Slit Finish Time,Mill No,NDT Short Length Pipe,Rejected Short Length Pipe
1000055673,2511743_03,4,2,28.02.2026 03:43:53,28.02.2026 03:58:46,1,4.75,
