PO Number,Slit No,NDT Pipes,Rejected P,Slit Start Time,Slit Finish Time,Mill No,NDT Short Length Pipe,Rejected Short Length Pipe
1000055673,2511752_05,2,2,28.02.2026 05:41:16,28.02.2026 06:01:03,1,,
