PO Number,Slit No,NDT Pipes,Rejected P,Slit Start Time,Slit Finish Time,Mill No,NDT Short Length Pipe,Rejected Short Length Pipe
1000055673,2601329_04,2,0,28.02.2026 01:54:06,28.02.2026 02:16:46,1,,
