PO Number,Slit No,NDT Pipes,Rejected P,Slit Start Time,Slit Finish Time,Mill No,NDT Short Length Pipe,Rejected Short Length Pipe
1000055673,2601329_02,2,2,28.02.2026 01:41:18,28.02.2026 01:54:05,1,4.92,
