PO Number,Slit No,NDT Pipes,Rejected P,Slit Start Time,Slit Finish Time,Mill No,NDT Short Length Pipe,Rejected Short Length Pipe
1000055673,2511743_05,2,1,28.02.2026 03:58:47,28.02.2026 04:13:24,1,4.78,
