PO Number,Slit No,NDT Pipes,Rejected P,Slit Start Time,Slit Finish Time,Mill No,NDT Short Length Pipe,Rejected Short Length Pipe
1000055673,2511743_04,1,1,28.02.2026 04:13:25,28.02.2026 04:40:33,1,,5.01
