PO Number,Slit No,NDT Pipes,Rejected P,Slit Start Time,Slit Finish Time,Mill No,NDT Short Length Pipe,Rejected Short Length Pipe
1000055673,2511743_01,2,0,28.02.2026 03:14:54,28.02.2026 03:43:52,1,,
