PO Number,Slit No,NDT Pipes,Rejected P,Slit Start Time,Slit Finish Time,Mill No,NDT Short Length Pipe,Rejected Short Length Pipe
1000055673,2511752_01,4,3,28.02.2026 04:55:58,28.02.2026 05:26:36,1,4.83,
