PO Number,Slit No,NDT Pipes,Rejected P,Slit Start Time,Slit Finish Time,Mill No,NDT Short Length Pipe,Rejected Short Length Pipe
1000055673,2511743_02,1,1,28.02.2026 03:00:55,28.02.2026 03:14:53,1,5.18,
