PO Number,Slit No,NDT Pipes,Rejected P,Slit Start Time,Slit Finish Time,Mill No,NDT Short Length Pipe,Rejected Short Length Pipe
1000055673,2601329_05,10,3,28.02.2026 02:29:35,28.02.2026 03:00:54,1,,
