PO Number,Slit No,NDT Pipes,Rejected P,Slit Start Time,Slit Finish Time,Mill No,NDT Short Length Pipe,Rejected Short Length Pipe
1000055673,2511752_02,2,1,28.02.2026 05:26:37,28.02.2026 05:41:14,1,4.53,
