PO Number,Slit No,NDT Pipes,Rejected P,Slit Start Time,Slit Finish Time,Mill No,NDT Short Length Pipe,Rejected Short Length Pipe
1000055673,2601329_01,7,6,28.02.2026 00:56:05,28.02.2026 01:41:16,1,,6.03
