PO_No,Mill Number,Planned Month,Pipe Grade,Pipe Size,Pipe Thickness,Pipe Length,Pipe Weight Per Meter,Pipe Type,Output Itemcode,Item Description,Total Pieces,Pieces Per Bundle,Product Type,PO Specification,Input WIP Itemcode
1000055673,01,02,,2.5,2.6,6.000,4.713,WIP,000004013082600600,BARE WIP 2.5 X 2.6MM 6MTR NS,1728.000,70,,,000004910002602340
